sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
-9931.388585440094,2288,2263,531,465,0.25,26,26
122613.92836220888,3756,4253,146,75,0.5,54,54
98309.56027238519,5094,5915,75,0,0.75,80,80
172676.90293104254,5905,6807,0,0,1,98,104
-56668.66702516667,2553,2263,510,465,0.25,26,26
195048.8736393537,4371,4253,111,75,0.5,54,54
374918.44108104473,5485,5915,0,0,0.75,80,80
328842.1459394233,6015,6807,0,0,1,98,104
-7763.398374203391,2338,2263,465,465,0.25,26,26
-62293.43517800854,4201,4253,213,75,0.5,54,54
278722.7937241712,5312,5915,0,0,0.75,80,80
270522.1410205318,6018,6807,0,0,1,100,104
-44292.67398690091,2448,2263,530,465,0.25,26,26
123146.23174547077,4167,4253,180,75,0.5,54,54
339767.25642587995,5302,5915,0,0,0.75,80,80
453813.6432625277,6355,6807,0,0,1,101,104
-25719.588235075193,2293,2263,531,465,0.25,26,26
144311.21830967756,4239,4253,180,75,0.5,54,54
675112.67319357,5536,5915,38,0,0.75,80,80
349365.71283305,6158,6807,0,0,1,99,104
-3320.4990540569233,2358,2263,510,465,0.25,26,26
69.52258065285878,4179,4253,180,75,0.5,54,54
227307.51414515605,5379,5915,0,0,0.75,80,80
438244.13796548627,6142,6807,0,0,1,101,104
-57604.44701111136,2353,2263,531,465,0.25,26,26
123659.02243724662,3883,4253,146,75,0.5,54,54
212583.26581247215,5314,5915,0,0,0.75,80,80
185316.42724986188,5832,6807,0,0,1,96,104
-55538.853638031505,2474,2263,570,465,0.25,26,26
104551.79862231607,4105,4253,276,75,0.5,54,54
517232.63854241575,5594,5915,75,0,0.75,80,80
672841.3614141393,6002,6807,38,0,1,100,104
-32189.92208047673,2362,2263,510,465,0.25,26,26
284385.8486578025,4154,4253,111,75,0.5,54,54
446380.251907822,5344,5915,0,0,0.75,80,80
379859.5089224257,6128,6807,0,0,1,99,104
4853.982450866374,2308,2263,510,465,0.25,26,26
302148.282685981,4039,4253,213,75,0.5,54,54
467320.82643115724,5486,5915,38,0,0.75,80,80
598568.7315372442,5961,6807,0,0,1,99,104
30691.39609851419,2660,2263,465,465,0.25,26,26
76574.80333893324,4357,4253,245,75,0.5,54,54
331683.2730675522,5571,5915,111,0,0.75,80,80
348766.1785193506,6464,6807,0,0,1,99,104
-37905.641975498926,2601,2263,488,465,0.25,26,26
91934.5331751442,4450,4253,111,75,0.5,54,54
216006.25897092285,5504,5915,0,0,0.75,80,80
236193.0464132453,6053,6807,0,0,1,100,104
-50871.798859289396,2259,2263,488,465,0.25,26,26
2222.2669185947334,4282,4253,180,75,0.5,54,54
479257.1988297177,5259,5915,0,0,0.75,80,80
442985.4894137401,5932,6807,0,0,1,100,104
-39481.68146969692,2312,2263,488,465,0.25,26,26
124833.89940884842,3837,4253,245,75,0.5,54,54
267971.9649298644,5288,5915,38,0,0.75,80,80
420458.4350904079,6445,6807,0,0,1,101,104
33544.79199607263,2401,2263,510,465,0.25,26,26
-36446.21217312708,4122,4253,213,75,0.5,54,54
424481.19354500825,5669,5915,0,0,0.75,80,80
395106.1257714133,6439,6807,0,0,1,101,104
-58746.33005793056,2619,2263,509,465,0.25,26,26
57371.96471833676,4591,4253,111,75,0.5,54,54
228169.04763097456,5481,5915,0,0,0.75,80,80
256969.02074620037,5913,6807,0,0,1,98,104
-58536.977955192466,2463,2263,488,465,0.25,26,26
9258.004810744413,4017,4253,146,75,0.5,54,54
217558.77995780905,5463,5915,0,0,0.75,80,80
276077.08652255754,6287,6807,0,0,1,100,104
-18321.70293885738,2062,2263,531,465,0.25,26,26
223341.61927628054,3765,4253,180,75,0.5,54,54
190589.93833028054,5314,5915,75,0,0.75,80,80
285143.9782985773,6040,6807,0,0,1,100,104
-40130.400927555835,2573,2263,548,465,0.25,26,26
121081.8709239874,4412,4253,180,75,0.5,54,54
374746.3346671056,5540,5915,0,0,0.75,80,80
346733.62255808606,6143,6807,0,0,1,100,104
-34336.17732595113,2541,2263,531,465,0.25,26,26
50530.57734128386,4348,4253,180,75,0.5,54,54
336825.730273716,5113,5915,38,0,0.75,80,80
401045.1367454598,5963,6807,0,0,1,100,104
89245.94716750567,2578,2263,441,465,0.25,26,26
28559.47585882663,4055,4253,180,75,0.5,54,54
186759.99430781047,5529,5915,38,0,0.75,80,80
315738.1497176776,6273,6807,0,0,1,100,104
7654.833911395951,2320,2263,510,465,0.25,26,26
148035.28195302354,4034,4253,180,75,0.5,54,54
565949.8628546335,5747,5915,0,0,0.75,80,80
316272.95478945645,6277,6807,0,0,1,102,104
-22157.704415488406,2371,2263,510,465,0.25,26,26
111159.1763585767,4491,4253,180,75,0.5,54,54
219722.20628488815,5700,5915,38,0,0.75,80,80
350331.97778824193,6027,6807,0,0,1,99,104
-76345.48584716709,2583,2263,510,465,0.25,26,26
-31729.62244606586,3868,4253,213,75,0.5,54,54
319402.0660328749,5519,5915,0,0,0.75,80,80
370079.2139107945,6025,6807,0,0,1,98,104
-23277.45110476378,2271,2263,531,465,0.25,26,26
47615.97500923469,4338,4253,180,75,0.5,54,54
260032.4700268961,5373,5915,0,0,0.75,80,80
245449.89945582388,6081,6807,0,0,1,100,104
-58247.10996461792,2009,2263,531,465,0.25,26,26
108716.38024159419,4311,4253,146,75,0.5,54,54
306230.06837785715,5431,5915,0,0,0.75,80,80
274167.5862467105,6139,6807,0,0,1,100,104
-18877.860045292226,2150,2263,531,465,0.25,26,26
56013.99985640681,4008,4253,180,75,0.5,54,54
183054.25663787898,5167,5915,38,0,0.75,80,80
285861.2738632133,5888,6807,0,0,1,100,104
-11287.907512374528,2518,2263,488,465,0.25,26,26
134206.49875182688,4090,4253,146,75,0.5,54,54
237955.701902248,5205,5915,38,0,0.75,80,80
288785.05817672546,6076,6807,0,0,1,98,104
-20498.71351343379,2187,2263,488,465,0.25,26,26
168076.48647539632,4084,4253,213,75,0.5,54,54
291439.2827460239,5435,5915,0,0,0.75,80,80
314680.34397080773,6067,6807,0,0,1,98,104
-27964.585017449048,2086,2263,531,465,0.25,26,26
112539.97904455649,4153,4253,111,75,0.5,54,54
228779.4837753137,5202,5915,0,0,0.75,80,80
399069.43942343123,5958,6807,0,0,1,101,104
7288.173529403314,2306,2263,510,465,0.25,26,26
25718.73702065223,3836,4253,245,75,0.5,54,54
301854.1110235903,5015,5915,38,0,0.75,80,80
412647.0067600745,5943,6807,0,0,1,100,104
28135.74137764671,2544,2263,488,465,0.25,26,26
53905.02558214745,4474,4253,75,75,0.5,54,54
398773.5163605232,5587,5915,38,0,0.75,80,80
308537.0978432772,6146,6807,0,0,1,100,104
50837.18978632338,2092,2263,488,465,0.25,26,26
39636.16488201837,4282,4253,75,75,0.5,54,54
297044.72042028024,5397,5915,0,0,0.75,80,80
388237.8088569838,6087,6807,0,0,1,101,104
-2768.4593161572284,2200,2263,488,465,0.25,26,26
164032.0808350081,3766,4253,180,75,0.5,54,54
293001.27568609006,5215,5915,38,0,0.75,80,80
292468.5117011197,5753,6807,0,0,1,99,104
-19913.800035240274,2323,2263,531,465,0.25,26,26
123373.20825870929,3751,4253,213,75,0.5,54,54
169693.08416259816,5020,5915,75,0,0.75,80,80
227000.34027092357,5625,6807,0,0,1,99,104
35868.14930062442,2535,2263,488,465,0.25,26,26
191497.92720164979,4213,4253,146,75,0.5,54,54
202768.47401868654,5304,5915,0,0,0.75,80,80
252742.84951407078,5865,6807,0,0,1,100,104
