sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
155841.2978873812,3912,4253,363,75,0.5,54,54
271982.2409366811,4938,5915,335,0,0.75,80,80
311451.52564381226,5475,6807,335,0,1,99,104
-50595.24961483246,2292,2263,570,465,0.25,26,26
108705.2056650402,3893,4253,390,75,0.5,54,54
118836.30077979185,4593,5915,390,0,0.75,80,80
143222.46530820068,4688,6807,390,0,1,99,104
-13871.48327016886,2553,2263,551,465,0.25,26,26
103751.9500138721,3828,4253,390,75,0.5,54,54
186400.55112036373,4513,5915,390,0,0.75,80,80
205358.33253855444,4671,6807,390,0,1,98,104
-33009.20455180965,2322,2263,587,465,0.25,26,26
89638.58519312103,3880,4253,335,75,0.5,54,54
148058.06713358592,4511,5915,390,0,0.75,80,80
193766.90374957805,5218,6807,363,0,1,100,104
-110075.74132115254,2837,2263,531,465,0.25,26,26
-41850.68019509909,4108,4253,390,75,0.5,54,54
222917.4255102819,4895,5915,390,0,0.75,80,80
207236.98524669095,5259,6807,390,0,1,98,104
10625.513752085553,2825,2263,588,465,0.25,26,26
113985.65437915928,4293,4253,441,75,0.5,54,54
192843.6782043952,4870,5915,416,0,0.75,80,80
152587.98856731172,4960,6807,416,0,1,97,104
-25863.204293458428,1859,2263,588,465,0.25,26,26
-58822.11743699763,3576,4253,416,75,0.5,54,54
105786.58761797834,4412,5915,416,0,0.75,80,80
140475.60704034957,4818,6807,416,0,1,100,104
-42314.45410208071,2461,2263,605,465,0.25,26,26
26000.48939541037,4106,4253,363,75,0.5,54,54
55901.36339852895,4608,5915,363,0,0.75,80,80
181215.17128066925,4854,6807,335,0,1,99,104
53259.86472695219,2633,2263,551,465,0.25,26,26
58097.59592930353,3971,4253,363,75,0.5,54,54
113852.66883047252,4860,5915,416,0,0.75,80,80
144051.08688506973,4870,6807,416,0,1,99,104
-49932.97671753274,2321,2263,588,465,0.25,26,26
