sum_of_errors,continuous_vertices,bikengrowth_vertices,continuous_disconnected_pairs,bikengrowth_disconnected_pairs,prune_quantile,continuous_abstract_edges,bikengrowth_abstract_edges
156082.53088298748,6615,6807,38,0,1,102,104
45348.23041529853,2536,2651,536,583,0.25,26,26
-112894.61645981771,4254,4472,146,0,0.5,52,52
-316711.919905159,5697,5943,75,0,0.75,78,78
26319.317315351003,6203,6807,145,0,1,103,104
29908.86527233552,2371,2713,546,667,0.25,26,26
-768087.4338258863,4222,4305,245,0,0.5,52,52
-20662.161078755944,5776,5953,146,0,0.75,78,78
14364.251522051323,6400,6807,111,0,1,103,104
-22568.59303458738,2432,2678,588,660,0.25,26,26
28984.844659226284,4129,4215,212,75,0.5,52,52
-159487.44496136432,5846,5796,75,0,0.75,78,78
63341.94664437366,6467,6807,180,0,1,102,104
-82915.80033091544,2765,2729,609,539,0.25,26,26
-573505.0119603823,4443,4743,180,0,0.5,52,52
157998.1401036322,5445,5927,180,0,0.75,78,78
-66455.93827025889,6194,6807,180,0,1,104,104
2907.8413726368935,2888,2687,587,655,0.25,26,26
760202.4365898956,4420,4637,180,38,0.5,52,52
112806.13297136572,5802,5826,111,38,0.75,78,78
-76702.4967685836,6414,6807,180,0,1,103,104
138229.84799329774,2653,2545,464,610,0.25,26,26
-632106.6572348813,3894,4186,213,75,0.5,52,52
-185898.52194699555,5540,5707,111,0,0.75,78,78
64760.88185645396,6283,6807,111,0,1,102,104
184196.50953148762,3032,2302,306,667,0.25,26,26
-942408.573074422,4845,4265,180,75,0.5,52,52
147825.63694801673,5619,5963,111,0,0.75,78,78
119172.44944695826,6294,6807,111,0,1,102,104
-17487.086522244055,2938,2389,603,562,0.25,26,26
110652.38150595699,4234,4584,111,38,0.5,52,52
57510.902567799196,5435,5931,111,0,0.75,78,78
55765.50623255993,6403,6807,75,0,1,102,104
126031.47122788428,2772,2748,624,541,0.25,26,26
359981.1020005606,3934,4557,180,38,0.5,52,52
133293.61361622275,5181,5989,146,0,0.75,78,78
